family	id	symbol	redmcsb_files	semantic_owner	classification	status
L	0651	L0651_ui_MapY	TIMELINE.C	F0250_TIMELINE_ProcessEvent8_Square_Teleporter	function_local_storage	no_standalone_port
L	0652	L0652_puc_Square	TIMELINE.C	F0250_TIMELINE_ProcessEvent8_Square_Teleporter	function_local_storage	no_standalone_port
L	0653	L0653_ui_MapX	TIMELINE.C	F0251_TIMELINE_ProcessEvent9_Square_Pit	function_local_storage	no_standalone_port
L	0654	L0654_ui_MapY	TIMELINE.C	F0251_TIMELINE_ProcessEvent9_Square_Pit	function_local_storage	no_standalone_port
L	0655	L0655_puc_Square	TIMELINE.C	F0251_TIMELINE_ProcessEvent9_Square_Pit	function_local_storage	no_standalone_port
L	0656	L0656_ui_MapX	TIMELINE.C	F0252_TIMELINE_ProcessEvents60to61_MoveGroup	function_local_storage	no_standalone_port
L	0657	L0657_ui_MapY	TIMELINE.C	F0252_TIMELINE_ProcessEvents60to61_MoveGroup	function_local_storage	no_standalone_port
L	0658	L0658_ps_Group	TIMELINE.C	F0252_TIMELINE_ProcessEvents60to61_MoveGroup	function_local_storage	no_standalone_port
L	0659	L0659_B_RandomDirectionMoveRetried	TIMELINE.C	F0252_TIMELINE_ProcessEvents60to61_MoveGroup	function_local_storage	no_standalone_port
L	0660	L0660_i_SlotIndex	TIMELINE.C	F0253_TIMELINE_ProcessEvent11Part1_EnableChampionAction	function_local_storage	no_standalone_port
L	0661	L0661_i_QuiverSlotIndex	TIMELINE.C	F0253_TIMELINE_ProcessEvent11Part1_EnableChampionAction	function_local_storage	no_standalone_port
L	0662	L0662_ps_Champion	TIMELINE.C	F0253_TIMELINE_ProcessEvent11Part1_EnableChampionAction	function_local_storage	no_standalone_port
L	0663	L0663_ps_Champion	TIMELINE.C	F0254_TIMELINE_ProcessEvent12_HideDamageReceived	function_local_storage	no_standalone_port
L	0664	L0664_i_MapX	TIMELINE.C	F0255_TIMELINE_ProcessEvent13_ViAltarRebirth	function_local_storage	no_standalone_port
L	0665	L0665_i_MapY	TIMELINE.C	F0255_TIMELINE_ProcessEvent13_ViAltarRebirth	function_local_storage	no_standalone_port
L	0666	L0666_ui_Cell	TIMELINE.C	F0255_TIMELINE_ProcessEvent13_ViAltarRebirth	function_local_storage	no_standalone_port
L	0667	L0667_T_Thing	TIMELINE.C	F0255_TIMELINE_ProcessEvent13_ViAltarRebirth	function_local_storage	no_standalone_port
L	0668	L0668_ps_Junk	TIMELINE.C	F0255_TIMELINE_ProcessEvent13_ViAltarRebirth	function_local_storage	no_standalone_port
L	0669	L0669_i_IconIndex	TIMELINE.C	F0255_TIMELINE_ProcessEvent13_ViAltarRebirth	function_local_storage	no_standalone_port
L	0670	L0670_ui_Step	TIMELINE.C	F0255_TIMELINE_ProcessEvent13_ViAltarRebirth	function_local_storage	no_standalone_port
L	0671	L0671_ui_ChampionIndex	TIMELINE.C	F0255_TIMELINE_ProcessEvent13_ViAltarRebirth	function_local_storage	no_standalone_port
L	0672	L0672_s_Event	TIMELINE.C	F0256_TIMELINE_ProcessEvent53_Watchdog_CPSE	function_local_storage	no_standalone_port
L	0673	L0673_i_WeakerLightPower	TIMELINE.C	F0257_TIMELINE_ProcessEvent70_Light	function_local_storage	no_standalone_port
L	0674	L0674_i_Multiple	TIMELINE.C	F0257_TIMELINE_ProcessEvent70_Light	function_local_storage	no_standalone_port
L	0675	L0675_B_NegativeLightPower	TIMELINE.C	F0257_TIMELINE_ProcessEvent70_Light	function_local_storage	no_standalone_port
L	0676	L0676_s_Event	TIMELINE.C	F0257_TIMELINE_ProcessEvent70_Light	function_local_storage	no_standalone_port
L	0677	L0677_ui_SlotIndex	TIMELINE.C	F0259_TIMELINE_ProcessEvent11Part2_MoveWeaponFromQuiverToSlot	function_local_storage	no_standalone_port
L	0678	L0678_ps_Champion	TIMELINE.C	F0259_TIMELINE_ProcessEvent11Part2_MoveWeaponFromQuiverToSlot	function_local_storage	no_standalone_port
L	0679	L0679_ui_ChampionIndex	TIMELINE.C	F0260_TIMELINE_RefreshAllChampionStatusBoxes	function_local_storage	no_standalone_port
L	0680	L0680_ui_Multiple	TIMELINE.C	F0261_TIMELINE_Process_CPSEF	function_local_storage	no_standalone_port
L	0681	L0681_ps_Event	TIMELINE.C	F0261_TIMELINE_Process_CPSEF	function_local_storage	no_standalone_port
L	0682	L0682_s_Event	TIMELINE.C	F0261_TIMELINE_Process_CPSEF	function_local_storage	no_standalone_port
L	0683	L0683_ui_Rotation	MOVESENS.C	F0262_MOVE_GetTeleporterRotatedGroupResult	function_local_storage	no_standalone_port
L	0684	L0684_ui_GroupDirections	MOVESENS.C	F0262_MOVE_GetTeleporterRotatedGroupResult	function_local_storage	no_standalone_port
L	0685	L0685_ui_UpdatedGroupDirections	MOVESENS.C	F0262_MOVE_GetTeleporterRotatedGroupResult	function_local_storage	no_standalone_port
L	0686	L0686_ps_Group	MOVESENS.C	F0262_MOVE_GetTeleporterRotatedGroupResult	function_local_storage	no_standalone_port
L	0687	L0687_ui_UpdatedGroupCells	MOVESENS.C	F0262_MOVE_GetTeleporterRotatedGroupResult	function_local_storage	no_standalone_port
L	0688	L0688_i_CreatureIndex	MOVESENS.C	F0262_MOVE_GetTeleporterRotatedGroupResult	function_local_storage	no_standalone_port
L	0689	L0689_B_AbsoluteRotation	MOVESENS.C	F0262_MOVE_GetTeleporterRotatedGroupResult	function_local_storage	no_standalone_port
L	0690	L0690_ui_GroupCells	MOVESENS.C	F0262_MOVE_GetTeleporterRotatedGroupResult	function_local_storage	no_standalone_port
L	0691	L0691_i_CreatureSize	MOVESENS.C	F0262_MOVE_GetTeleporterRotatedGroupResult	function_local_storage	no_standalone_port
L	0692	L0692_i_RelativeRotation	MOVESENS.C	F0262_MOVE_GetTeleporterRotatedGroupResult	function_local_storage	no_standalone_port
L	0693	L0693_i_UpdatedDirection	MOVESENS.C	F0263_MOVE_GetTeleporterRotatedProjectileThing	function_local_storage	no_standalone_port
L	0694	L0694_i_Rotation	MOVESENS.C	F0263_MOVE_GetTeleporterRotatedProjectileThing	function_local_storage	no_standalone_port
L	0695	L0695_i_ThingType	MOVESENS.C	F0264_MOVE_IsLevitating	function_local_storage	no_standalone_port
L	0696	L0696_s_Event	MOVESENS.C	F0265_MOVE_CreateEvent60To61_MoveGroup	function_local_storage	no_standalone_port
L	0697	L0697_T_Thing	MOVESENS.C	F0266_MOVE_IsKilledByProjectileImpact	function_local_storage	no_standalone_port
L	0698	L0698_i_Unreferenced	MOVESENS.C	F0266_MOVE_IsKilledByProjectileImpact	function_local_storage	no_standalone_port
L	0699	L0699_ui_Multiple	MOVESENS.C	F0266_MOVE_IsKilledByProjectileImpact	function_local_storage	no_standalone_port
L	0700	L0700_i_Multiple	MOVESENS.C	F0266_MOVE_IsKilledByProjectileImpact	function_local_storage	no_standalone_port
L	0701	L0701_ps_Group	MOVESENS.C	F0266_MOVE_IsKilledByProjectileImpact	function_local_storage	no_standalone_port
L	0702	L0702_i_ImpactType	MOVESENS.C	F0266_MOVE_IsKilledByProjectileImpact	function_local_storage	no_standalone_port
L	0703	L0703_B_CheckDestinationSquareProjectileImpacts	MOVESENS.C	F0266_MOVE_IsKilledByProjectileImpact	function_local_storage	no_standalone_port
L	0704	L0704_ui_ProjectileMapX	MOVESENS.C	F0266_MOVE_IsKilledByProjectileImpact	function_local_storage	no_standalone_port
L	0705	L0705_ui_ProjectileMapY	MOVESENS.C	F0266_MOVE_IsKilledByProjectileImpact	function_local_storage	no_standalone_port
L	0706	L0706_auc_IntermediaryChampionOrCreatureOrdinalInCell	MOVESENS.C	F0266_MOVE_IsKilledByProjectileImpact	function_local_storage	no_standalone_port
L	0707	L0707_auc_ChampionOrCreatureOrdinalInCell	MOVESENS.C	F0266_MOVE_IsKilledByProjectileImpact	function_local_storage	no_standalone_port
L	0708	L0708_i_Multiple	MOVESENS.C	F0267_MOVE_GetMoveResult_CPSCE	function_local_storage	no_standalone_port
L	0709	L0709_i_Multiple	MOVESENS.C	F0267_MOVE_GetMoveResult_CPSCE	function_local_storage	no_standalone_port
L	0710	L0710_i_ThingType	MOVESENS.C	F0267_MOVE_GetMoveResult_CPSCE	function_local_storage	no_standalone_port
L	0711	L0711_ps_Champion	MOVESENS.C	F0267_MOVE_GetMoveResult_CPSCE	function_local_storage	no_standalone_port
L	0712	L0712_ps_Teleporter	MOVESENS.C	F0267_MOVE_GetMoveResult_CPSCE	function_local_storage	no_standalone_port
L	0713	L0713_B_ThingLevitates	MOVESENS.C	F0267_MOVE_GetMoveResult_CPSCE	function_local_storage	no_standalone_port
L	0714	L0714_ui_MapIndexSource	MOVESENS.C	F0267_MOVE_GetMoveResult_CPSCE	function_local_storage	no_standalone_port
L	0715	L0715_ui_MapIndexDestination	MOVESENS.C	F0267_MOVE_GetMoveResult_CPSCE	function_local_storage	no_standalone_port
L	0716	L0716_ui_Direction	MOVESENS.C	F0267_MOVE_GetMoveResult_CPSCE	function_local_storage	no_standalone_port
L	0717	L0717_ui_ThingCell	MOVESENS.C	F0267_MOVE_GetMoveResult_CPSCE	function_local_storage	no_standalone_port
L	0718	L0718_i_RequiredTeleporterScope	MOVESENS.C	F0267_MOVE_GetMoveResult_CPSCE	function_local_storage	no_standalone_port
L	0719	L0719_i_TraversedPitCount	MOVESENS.C	F0267_MOVE_GetMoveResult_CPSCE	function_local_storage	no_standalone_port
L	0720	L0720_ui_MoveGroupResult	MOVESENS.C	F0267_MOVE_GetMoveResult_CPSCE	function_local_storage	no_standalone_port
L	0721	L0721_B_GroupOnPartyMap	MOVESENS.C	F0267_MOVE_GetMoveResult_CPSCE	function_local_storage	no_standalone_port
L	0722	L0722_B_FallKilledGroup	MOVESENS.C	F0267_MOVE_GetMoveResult_CPSCE	function_local_storage	no_standalone_port
L	0723	L0723_B_DrawDungeonViewWhileFalling	MOVESENS.C	F0267_MOVE_GetMoveResult_CPSCE	function_local_storage	no_standalone_port
L	0724	L0724_B_DestinationIsTeleporterTarget	MOVESENS.C	F0267_MOVE_GetMoveResult_CPSCE	function_local_storage	no_standalone_port
L	0725	L0725_B_PartySquare	MOVESENS.C	F0267_MOVE_GetMoveResult_CPSCE	function_local_storage	no_standalone_port
L	0726	L0726_B_Audible	MOVESENS.C	F0267_MOVE_GetMoveResult_CPSCE	function_local_storage	no_standalone_port
L	0727	L0727_ui_Multiple	MOVESENS.C	F0267_MOVE_GetMoveResult_CPSCE	function_local_storage	no_standalone_port
L	0728	L0728_i_ChainedMoveCount	MOVESENS.C	F0267_MOVE_GetMoveResult_CPSCE	function_local_storage	no_standalone_port
L	0729	L0729_s_Event	MOVESENS.C	F0268_SENSOR_AddEvent	function_local_storage	no_standalone_port
L	0730	L0730_ui_ChampionIndex	MOVESENS.C	F0269_SENSOR_AddSkillExperience	function_local_storage	no_standalone_port
L	0731	L0731_ps_Champion	MOVESENS.C	F0269_SENSOR_AddSkillExperience	function_local_storage	no_standalone_port
L	0732	L0732_T_FirstSensorThing	MOVESENS.C	F0271_SENSOR_ProcessRotationEffect	function_local_storage	no_standalone_port
L	0733	L0733_T_LastSensorThing	MOVESENS.C	F0271_SENSOR_ProcessRotationEffect	function_local_storage	no_standalone_port
L	0734	L0734_ps_FirstSensor	MOVESENS.C	F0271_SENSOR_ProcessRotationEffect	function_local_storage	no_standalone_port
L	0735	L0735_ps_LastSensor	MOVESENS.C	F0271_SENSOR_ProcessRotationEffect	function_local_storage	no_standalone_port
L	0736	L0736_i_TargetMapX	MOVESENS.C	F0272_SENSOR_TriggerEffect	function_local_storage	no_standalone_port
L	0737	L0737_i_TargetMapY	MOVESENS.C	F0272_SENSOR_TriggerEffect	function_local_storage	no_standalone_port
L	0738	L0738_l_Time	MOVESENS.C	F0272_SENSOR_TriggerEffect	function_local_storage	no_standalone_port
L	0739	L0739_ui_SquareType	MOVESENS.C	F0272_SENSOR_TriggerEffect	function_local_storage	no_standalone_port
L	0740	L0740_ui_TargetCell	MOVESENS.C	F0272_SENSOR_TriggerEffect	function_local_storage	no_standalone_port
L	0741	L0741_T_Thing	MOVESENS.C	F0273_SENSOR_GetObjectOfTypeInCell	function_local_storage	no_standalone_port
L	0742	L0742_ui_ChampionIndex	MOVESENS.C	F0274_SENSOR_IsObjectInPartyPossession	function_local_storage	no_standalone_port
L	0743	L0743_ui_SlotIndex	MOVESENS.C	F0274_SENSOR_IsObjectInPartyPossession	function_local_storage	no_standalone_port
L	0744	L0744_T_Thing	MOVESENS.C	F0274_SENSOR_IsObjectInPartyPossession	function_local_storage	no_standalone_port
L	0745	L0745_ps_Champion	MOVESENS.C	F0274_SENSOR_IsObjectInPartyPossession	function_local_storage	no_standalone_port
L	0746	L0746_pT_Thing	MOVESENS.C	F0274_SENSOR_IsObjectInPartyPossession	function_local_storage	no_standalone_port
L	0747	L0747_i_ObjectType	MOVESENS.C	F0274_SENSOR_IsObjectInPartyPossession	function_local_storage	no_standalone_port
L	0748	L0748_B_LeaderHandObjectProcessed	MOVESENS.C	F0274_SENSOR_IsObjectInPartyPossession	function_local_storage	no_standalone_port
L	0749	L0749_ps_Container	MOVESENS.C	F0274_SENSOR_IsObjectInPartyPossession	function_local_storage	no_standalone_port
L	0750	L0750_T_ThingBeingProcessed	MOVESENS.C	F0275_SENSOR_IsTriggeredByClickOnWall	function_local_storage	no_standalone_port
L	0751	L0751_ui_ThingType	MOVESENS.C	F0275_SENSOR_IsTriggeredByClickOnWall	function_local_storage	no_standalone_port
L	0752	L0752_ui_Cell	MOVESENS.C	F0275_SENSOR_IsTriggeredByClickOnWall	function_local_storage	no_standalone_port
L	0753	L0753_B_DoNotTriggerSensor	MOVESENS.C	F0275_SENSOR_IsTriggeredByClickOnWall	function_local_storage	no_standalone_port
L	0754	L0754_ps_Generic	MOVESENS.C	F0275_SENSOR_IsTriggeredByClickOnWall	function_local_storage	no_standalone_port
L	0755	L0755_ps_Sensor	MOVESENS.C	F0275_SENSOR_IsTriggeredByClickOnWall	function_local_storage	no_standalone_port
L	0756	L0756_i_SensorEffect	MOVESENS.C	F0275_SENSOR_IsTriggeredByClickOnWall	function_local_storage	no_standalone_port
L	0757	L0757_ui_SensorType	MOVESENS.C	F0275_SENSOR_IsTriggeredByClickOnWall	function_local_storage	no_standalone_port
L	0758	L0758_ui_SensorData	MOVESENS.C	F0275_SENSOR_IsTriggeredByClickOnWall	function_local_storage	no_standalone_port
L	0759	L0759_B_AtLeastOneSensorWasTriggered	MOVESENS.C	F0275_SENSOR_IsTriggeredByClickOnWall	function_local_storage	no_standalone_port
L	0760	L0760_ai_SensorCountToProcessPerCell	MOVESENS.C	F0275_SENSOR_IsTriggeredByClickOnWall	function_local_storage	no_standalone_port
L	0761	L0761_T_LeaderHandObject	MOVESENS.C	F0275_SENSOR_IsTriggeredByClickOnWall	function_local_storage	no_standalone_port
L	0762	L0762_T_ThingOnSquare	MOVESENS.C	F0275_SENSOR_IsTriggeredByClickOnWall	function_local_storage	no_standalone_port
L	0763	L0763_T_LastProcessedThing	MOVESENS.C	F0275_SENSOR_IsTriggeredByClickOnWall	function_local_storage	no_standalone_port
L	0764	L0764_T_SquareFirstThing	MOVESENS.C	F0275_SENSOR_IsTriggeredByClickOnWall	function_local_storage	no_standalone_port
L	0765	L0765_ps_Sensor	MOVESENS.C	F0275_SENSOR_IsTriggeredByClickOnWall	function_local_storage	no_standalone_port
L	0766	L0766_T_Thing	MOVESENS.C	F0276_SENSOR_ProcessThingAdditionOrRemoval	function_local_storage	no_standalone_port
L	0767	L0767_i_ThingType	MOVESENS.C	F0276_SENSOR_ProcessThingAdditionOrRemoval	function_local_storage	no_standalone_port
L	0768	L0768_B_TriggerSensor	MOVESENS.C	F0276_SENSOR_ProcessThingAdditionOrRemoval	function_local_storage	no_standalone_port
L	0769	L0769_ps_Sensor	MOVESENS.C	F0276_SENSOR_ProcessThingAdditionOrRemoval	function_local_storage	no_standalone_port
L	0770	L0770_ui_SensorTriggeredCell	MOVESENS.C	F0276_SENSOR_ProcessThingAdditionOrRemoval	function_local_storage	no_standalone_port
L	0771	L0771_ui_ThingType	MOVESENS.C	F0276_SENSOR_ProcessThingAdditionOrRemoval	function_local_storage	no_standalone_port
L	0772	L0772_B_SquareContainsObject	MOVESENS.C	F0276_SENSOR_ProcessThingAdditionOrRemoval	function_local_storage	no_standalone_port
L	0773	L0773_B_SquareContainsGroup	MOVESENS.C	F0276_SENSOR_ProcessThingAdditionOrRemoval	function_local_storage	no_standalone_port
L	0774	L0774_i_ObjectType	MOVESENS.C	F0276_SENSOR_ProcessThingAdditionOrRemoval	function_local_storage	no_standalone_port
L	0775	L0775_B_SquareContainsThingOfSameType	MOVESENS.C	F0276_SENSOR_ProcessThingAdditionOrRemoval	function_local_storage	no_standalone_port
L	0776	L0776_B_SquareContainsThingOfDifferentType	MOVESENS.C	F0276_SENSOR_ProcessThingAdditionOrRemoval	function_local_storage	no_standalone_port
L	0777	L0777_ui_Square	MOVESENS.C	F0276_SENSOR_ProcessThingAdditionOrRemoval	function_local_storage	no_standalone_port
L	0778	L0778_i_Effect	MOVESENS.C	F0276_SENSOR_ProcessThingAdditionOrRemoval	function_local_storage	no_standalone_port
L	0779	L0779_i_SensorData	MOVESENS.C	F0276_SENSOR_ProcessThingAdditionOrRemoval	function_local_storage	no_standalone_port
L	0780	L0780_i_ByteIndex	GRAPH21.C	F0914_Graphic21	function_local_storage	no_standalone_port
L	0780	L0780_ui_ByteIndex	COPYPRO6.C	F0277_CPSE_IsFuzzySectorValid_FuzzyBits	function_local_storage	no_standalone_port
L	0781	L0781_i_Counter	GRAPH21.C;COPYPRO6.C	F0277_CPSE_IsFuzzySectorValid_FuzzyBits;F0914_Graphic21	function_local_storage	no_standalone_port
L	0782	L0782_i_FuzzyBitCount	GRAPH21.C;COPYPRO6.C	F0277_CPSE_IsFuzzySectorValid_FuzzyBits;F0914_Graphic21	function_local_storage	no_standalone_port
L	0783	L0783_i_FuzzyBits	GRAPH21.C;COPYPRO6.C	F0277_CPSE_IsFuzzySectorValid_FuzzyBits;F0914_Graphic21	function_local_storage	no_standalone_port
L	0784	L0784_i_DifferingWordCount	GRAPH21.C;COPYPRO6.C	F0277_CPSE_IsFuzzySectorValid_FuzzyBits;F0914_Graphic21	function_local_storage	no_standalone_port
L	0785	L0785_i_ChampionIndex	CHAMPRST.C	F0278_CHAMPION_ResetDataToStartGame	function_local_storage	no_standalone_port
L	0786	L0786_i_Unreferenced	CHAMPRST.C	F0278_CHAMPION_ResetDataToStartGame	function_local_storage	no_standalone_port
L	0787	L0787_T_Thing	CHAMPRST.C	F0278_CHAMPION_ResetDataToStartGame	function_local_storage	no_standalone_port
L	0788	L0788_ps_Champion	CHAMPRST.C	F0278_CHAMPION_ResetDataToStartGame	function_local_storage	no_standalone_port
L	0789	L0789_pc_Unreferenced	CHAMPRST.C	F0278_CHAMPION_ResetDataToStartGame	function_local_storage	no_standalone_port
L	0790	L0790_ac_Unreferenced	CHAMPRST.C	F0278_CHAMPION_ResetDataToStartGame	function_local_storage	no_standalone_port
L	0791	L0791_CharacterIndex	REVIVE.C	F0279_CHAMPION_GetDecodedValue	function_local_storage	no_standalone_port
L	0792	L0792_ui_Value	REVIVE.C	F0279_CHAMPION_GetDecodedValue	function_local_storage	no_standalone_port
L	0793	L0793_T_Thing	REVIVE.C	F0280_CHAMPION_AddCandidateChampionToParty	function_local_storage	no_standalone_port
L	0794	L0794_ui_Multiple	REVIVE.C	F0280_CHAMPION_AddCandidateChampionToParty	function_local_storage	no_standalone_port
L	0795	L0795_i_HiddenSkillIndex	REVIVE.C	F0280_CHAMPION_AddCandidateChampionToParty	function_local_storage	no_standalone_port
L	0796	L0796_ui_Multiple	REVIVE.C	F0280_CHAMPION_AddCandidateChampionToParty	function_local_storage	no_standalone_port
L	0797	L0797_ps_Champion	REVIVE.C	F0280_CHAMPION_AddCandidateChampionToParty	function_local_storage	no_standalone_port
L	0798	L0798_pc_Character	REVIVE.C	F0280_CHAMPION_AddCandidateChampionToParty	function_local_storage	no_standalone_port
L	0799	L0799_ui_PreviousPartyChampionCount	REVIVE.C	F0280_CHAMPION_AddCandidateChampionToParty	function_local_storage	no_standalone_port
L	0800	L0800_ui_Multiple	REVIVE.C	F0280_CHAMPION_AddCandidateChampionToParty	function_local_storage	no_standalone_port
L	0801	L0801_ui_Multiple	REVIVE.C	F0280_CHAMPION_AddCandidateChampionToParty	function_local_storage	no_standalone_port
L	0802	L0802_i_MapX	REVIVE.C	F0280_CHAMPION_AddCandidateChampionToParty	function_local_storage	no_standalone_port
L	0803	L0803_i_MapY	REVIVE.C	F0280_CHAMPION_AddCandidateChampionToParty	function_local_storage	no_standalone_port
L	0804	L0804_ui_ChampionObjectsCell	REVIVE.C	F0280_CHAMPION_AddCandidateChampionToParty	function_local_storage	no_standalone_port
L	0805	L0805_i_ObjectAllowedSlots	REVIVE.C	F0280_CHAMPION_AddCandidateChampionToParty	function_local_storage	no_standalone_port
L	0806	L0806_l_BaseSkillExperience	REVIVE.C	F0280_CHAMPION_AddCandidateChampionToParty	function_local_storage	no_standalone_port
L	0807	L0807_ac_DecodedChampionText	REVIVE.C	F0280_CHAMPION_AddCandidateChampionToParty	function_local_storage	no_standalone_port
L	0808	L0808_ui_Multiple	REVIVE.C	F0281_CHAMPION_Rename	function_local_storage	no_standalone_port
L	0809	L0809_i_RenamedChampionString	REVIVE.C	F0281_CHAMPION_Rename	function_local_storage	no_standalone_port
L	0810	L0810_i_Character	REVIVE.C	F0281_CHAMPION_Rename	function_local_storage	no_standalone_port
L	0811	L0811_B_ChampionTitleIsFull	REVIVE.C	F0281_CHAMPION_Rename	function_local_storage	no_standalone_port
L	0812	L0812_pc_RenamedChampionString	REVIVE.C	F0281_CHAMPION_Rename	function_local_storage	no_standalone_port
L	0813	L0813_i_X	REVIVE.C	F0281_CHAMPION_Rename	function_local_storage	no_standalone_port
L	0814	L0814_i_Y	REVIVE.C	F0281_CHAMPION_Rename	function_local_storage	no_standalone_port
L	0815	L0815_ai_Box	REVIVE.C	F0281_CHAMPION_Rename	function_local_storage	no_standalone_port
L	0816	L0816_ui_MousePointerHotspotX	REVIVE.C	F0281_CHAMPION_Rename	function_local_storage	no_standalone_port
L	0817	L0817_ui_MousePointerHotspotY	REVIVE.C	F0281_CHAMPION_Rename	function_local_storage	no_standalone_port
L	0818	L0818_i_NewLeftMouseButtonStatus	REVIVE.C	F0281_CHAMPION_Rename	function_local_storage	no_standalone_port
L	0819	L0819_i_OldLeftMouseButtonStatus	REVIVE.C	F0281_CHAMPION_Rename	function_local_storage	no_standalone_port
L	0820	L0820_i_CharacterIndexBackup	REVIVE.C	F0281_CHAMPION_Rename	function_local_storage	no_standalone_port
L	0821	L0821_ac_ChampionNameBackupString	REVIVE.C	F0281_CHAMPION_Rename	function_local_storage	no_standalone_port
L	0822	L0822_ui_ChampionIndex	REVIVE.C	F0282_CHAMPION_ProcessCommands160To162_ClickInResurrectReincarnatePanel	function_local_storage	no_standalone_port
L	0823	L0823_ui_Multiple	REVIVE.C	F0282_CHAMPION_ProcessCommands160To162_ClickInResurrectReincarnatePanel	function_local_storage	no_standalone_port
L	0824	L0824_ui_Multiple	REVIVE.C	F0282_CHAMPION_ProcessCommands160To162_ClickInResurrectReincarnatePanel	function_local_storage	no_standalone_port
L	0825	L0825_T_Thing	REVIVE.C	F0282_CHAMPION_ProcessCommands160To162_ClickInResurrectReincarnatePanel	function_local_storage	no_standalone_port
L	0826	L0826_ps_Champion	REVIVE.C	F0282_CHAMPION_ProcessCommands160To162_ClickInResurrectReincarnatePanel	function_local_storage	no_standalone_port
L	0827	L0827_ps_Sensor	REVIVE.C	F0282_CHAMPION_ProcessCommands160To162_ClickInResurrectReincarnatePanel	function_local_storage	no_standalone_port
L	0828	L0828_i_MapX	REVIVE.C	F0282_CHAMPION_ProcessCommands160To162_ClickInResurrectReincarnatePanel	function_local_storage	no_standalone_port
L	0829	L0829_i_MapY	REVIVE.C	F0282_CHAMPION_ProcessCommands160To162_ClickInResurrectReincarnatePanel	function_local_storage	no_standalone_port
L	0830	L0830_ai_Box	REVIVE.C	F0282_CHAMPION_ProcessCommands160To162_ClickInResurrectReincarnatePanel	function_local_storage	no_standalone_port
L	0831	L0831_ui_Multiple	REVIVE.C	F0283_CHAMPION_ViAltarRebirth	function_local_storage	no_standalone_port
L	0832	L0832_ps_Champion	REVIVE.C	F0283_CHAMPION_ViAltarRebirth	function_local_storage	no_standalone_port
L	0833	L0833_ui_ChampionIndex	CHAMPION.C	F0284_CHAMPION_SetPartyDirection	function_local_storage	no_standalone_port
L	0834	L0834_i_Delta	CHAMPION.C	F0284_CHAMPION_SetPartyDirection	function_local_storage	no_standalone_port
L	0835	L0835_ps_Champion	CHAMPION.C	F0284_CHAMPION_SetPartyDirection	function_local_storage	no_standalone_port
L	0836	L0836_ui_ChampionIndex	CHAMPION.C	F0285_CHAMPION_GetIndexInCell	function_local_storage	no_standalone_port
L	0837	L0837_ps_Champion	CHAMPION.C	F0285_CHAMPION_GetIndexInCell	function_local_storage	no_standalone_port
L	0838	L0838_ui_Counter	CHAMPION.C	F0286_CHAMPION_GetTargetChampionIndex	function_local_storage	no_standalone_port
L	0839	L0839_i_ChampionIndex	CHAMPION.C	F0286_CHAMPION_GetTargetChampionIndex	function_local_storage	no_standalone_port
L	0840	L0840_auc_OrderedCellsToAttack	CHAMPION.C	F0286_CHAMPION_GetTargetChampionIndex	function_local_storage	no_standalone_port
L	0841	L0841_i_Multiple	CHAMDRAW.C	F0287_CHAMPION_DrawBarGraphs	function_local_storage	no_standalone_port
L	0842	L0842_i_Multiple	CHAMDRAW.C	F0287_CHAMPION_DrawBarGraphs	function_local_storage	no_standalone_port
L	0843	L0843_l_Multiple	CHAMDRAW.C	F0287_CHAMPION_DrawBarGraphs	function_local_storage	no_standalone_port
L	0844	L0844_i_BarGraphMaskInverted1	CHAMDRAW.C	F0287_CHAMPION_DrawBarGraphs	function_local_storage	no_standalone_port
L	0845	L0845_ps_Multiple	CHAMDRAW.C	F0287_CHAMPION_DrawBarGraphs	function_local_storage	no_standalone_port
L	0846	L0846_pc_VideoAddress	CHAMDRAW.C	F0287_CHAMPION_DrawBarGraphs	function_local_storage	no_standalone_port
L	0847	L0847_ai_BarGraphHeights	CHAMDRAW.C	F0287_CHAMPION_DrawBarGraphs	function_local_storage	no_standalone_port
L	0848	L0848_i_LastBarGraph	CHAMDRAW.C	F0287_CHAMPION_DrawBarGraphs	function_local_storage	no_standalone_port
L	0849	L0849_i_Digit	CHAMDRAW.C	F0288_CHAMPION_GetStringFromInteger	function_local_storage	no_standalone_port
L	0850	L0850_pc_Character	CHAMDRAW.C	F0288_CHAMPION_GetStringFromInteger	function_local_storage	no_standalone_port
L	0851	L0851_T_Thing	CHAMDRAW.C	F0291_CHAMPION_DrawSlot	function_local_storage	no_standalone_port
L	0852	L0852_B_IsInventoryChampion	CHAMDRAW.C	F0291_CHAMPION_DrawSlot	function_local_storage	no_standalone_port
L	0853	L0853_i_IconIndex	CHAMDRAW.C	F0291_CHAMPION_DrawSlot	function_local_storage	no_standalone_port
L	0854	L0854_ps_Champion	CHAMDRAW.C	F0291_CHAMPION_DrawSlot	function_local_storage	no_standalone_port
L	0855	L0855_ps_SlotBox	CHAMDRAW.C	F0291_CHAMPION_DrawSlot	function_local_storage	no_standalone_port
L	0856	L0856_ui_SlotBoxIndex	CHAMDRAW.C	F0291_CHAMPION_DrawSlot	function_local_storage	no_standalone_port
L	0857	L0857_ac_Unreferenced	CHAMDRAW.C	F0291_CHAMPION_DrawSlot	function_local_storage	no_standalone_port
L	0858	L0858_ai_Box	CHAMDRAW.C	F0291_CHAMPION_DrawSlot	function_local_storage	no_standalone_port
